model_type	model_name	score_field	threshold	threshold_sd	calibration_fraction	calibration_n_per_split	test_n_per_split	n_splits	selection_rule	recall_mean	recall_sd	specificity_mean	specificity_sd	precision_mean	precision_sd	accuracy_mean	accuracy_sd	f1_mean	f1_sd	mcc_mean	mcc_sd	auroc_mean	auroc_sd	auprc_mean	auprc_sd	source
ProtT5	trainable_protT5_judge	judge_score	0.3507868044176707	0.0022090820793926164	0.3	1135	2649	10	precision_ge_0.90_best_recall_on_calibration	0.888875453446191	0.005712986582797926	0.9593852908891328	0.0038462854082745458	0.9086144863626361	0.007715542324326	0.9373725934314834	0.002525779422165607	0.8986059826626069	0.0038885968730060106	0.8534469946322412	0.005785017049095979	0.9457259585583696	0.0025734375713573196	0.9393587662168177	0.0028652525278795742	D:\pre_tran\database_collect\protein\result\external_eval_cdhit90\prott5_mode_comparison\tables\prott5_mode_metric_summary.tsv
