model_type	model_name	score_field	threshold	threshold_sd	calibration_fraction	calibration_n_per_split	test_n_per_split	n_splits	selection_rule	recall_mean	recall_sd	specificity_mean	specificity_sd	precision_mean	precision_sd	accuracy_mean	accuracy_sd	f1_mean	f1_sd	mcc_mean	mcc_sd	auroc_mean	auroc_sd	auprc_mean	auprc_sd	source
ProtT5	trainable_protT5_judge	judge_score	0.35759599196787145	0.0060414900935943225	0.30	1135	2649	10	precision_ge_0.90_best_recall_on_calibration	0.8937122128174124	0.0052999373070782745	0.955159165751921	0.004275298681959573	0.9005477238971802	0.008367332022829079	0.9359758399396	0.0027580255578804457	0.8970850095564282	0.0041171058643572475	0.850666675868732	0.00619489802454851	0.941978565085871	0.002113957338205714	0.9201550463657103	0.0044768290766569905	D:\pre_tran\database_collect\protein\result\result_new\tables\new_hmm_model_metric_summary.tsv
