model_type	model_name	score_field	threshold	threshold_sd	calibration_fraction	calibration_n_per_split	test_n_per_split	n_splits	selection_rule	recall_mean	recall_sd	specificity_mean	specificity_sd	precision_mean	precision_sd	accuracy_mean	accuracy_sd	f1_mean	f1_sd	mcc_mean	mcc_sd	auroc_mean	auroc_sd	auprc_mean	auprc_sd	source
mix	pool_lr_1e5_judge	judge_score	0.3731182815261044	0.0007714039679279838	0.30	1135	2649	10	precision_ge_0.90_best_recall_on_calibration	0.8662636033857316	0.005008375515359639	0.965861690450055	0.00350766511853843	0.9201759652150004	0.007416688930489047	0.9347678369195922	0.002483740740702203	0.8923821709698723	0.0038780334917518987	0.8464598986601816	0.00579430205360987	0.903637192608943	0.004176594911388697	0.9210617133535826	0.0031723851668432495	D:\pre_tran\database_collect\protein\result\external_eval_cdhit90\calibrated_external\calibrated_metric_summary.tsv
