model_type	model_name	score_field	threshold	threshold_sd	calibration_fraction	calibration_n_per_split	test_n_per_split	n_splits	selection_rule	recall_mean	recall_sd	specificity_mean	specificity_sd	precision_mean	precision_sd	accuracy_mean	accuracy_sd	f1_mean	f1_sd	mcc_mean	mcc_sd	auroc_mean	auroc_sd	auprc_mean	auprc_sd	source
mix	pool_lr_1e5_judge	judge_score	0.3732764164658634	0.0010905720562828889	0.30	1135	2649	10	precision_ge_0.90_best_recall_on_calibration	0.8753325272067715	0.0054211636690350675	0.9587815587266739	0.004681854015350093	0.9061234096255056	0.00943410673028737	0.9327293318233295	0.0026622070298946126	0.8904187730539002	0.0038738979660411514	0.8422123078811484	0.0060155928689681875	0.9011121626446614	0.003692755540765659	0.8946199683830172	0.004534996700604047	D:\pre_tran\database_collect\protein\result\result_new\tables\new_hmm_model_metric_summary.tsv
