model_type	model_name	score_field	threshold	threshold_sd	calibration_fraction	calibration_n_per_split	test_n_per_split	n_splits	selection_rule	recall_mean	recall_sd	specificity_mean	specificity_sd	precision_mean	precision_sd	accuracy_mean	accuracy_sd	f1_mean	f1_sd	mcc_mean	mcc_sd	auroc_mean	auroc_sd	auprc_mean	auprc_sd	source
ESM2	trainable_esm2_layer30_judge	judge_score	0.35249852008032123	0.004921201428365126	0.30	1135	2649	10	precision_ge_0.90_best_recall_on_calibration	0.8310761789600967	0.011214289657931505	0.9569703622392975	0.009202905491501908	0.8981430048148779	0.018848496333162882	0.9176670441676105	0.004083103134354305	0.8631018925505074	0.005444194243335622	0.8057912590877946	0.0092907147700825	0.9315994422595258	0.0035738305868520228	0.9254636445810223	0.0034794547043124078	D:\pre_tran\database_collect\protein\result\external_eval_cdhit90\calibrated_external\calibrated_metric_summary.tsv
