model_type	model_name	score_field	threshold	threshold_sd	calibration_fraction	calibration_n_per_split	test_n_per_split	n_splits	selection_rule	recall_mean	recall_sd	specificity_mean	specificity_sd	precision_mean	precision_sd	accuracy_mean	accuracy_sd	f1_mean	f1_sd	mcc_mean	mcc_sd	auroc_mean	auroc_sd	auprc_mean	auprc_sd	source
ESM2	trainable_esm2_layer30_judge	judge_score	0.3585444550200802	0.006576963544855417	0.30	1135	2649	10	precision_ge_0.90_best_recall_on_calibration	0.8915356711003628	0.009840854181929256	0.952305159165752	0.007593821914842507	0.8948882194628578	0.014105563532875101	0.9333333333333333	0.0028260791823087553	0.8930724872756107	0.003553211045050929	0.8447859354682901	0.005770379713250009	0.9349315832157548	0.0026431544728708627	0.9202062188217731	0.0038749073165364164	D:\pre_tran\database_collect\protein\result\result_new\tables\new_hmm_model_metric_summary.tsv
